                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0074,                 14.086,                 2.8845,                      0,                      0,                      0,                      0,                 3.4234,                 11.223,                  2.945,               4.55e-06,               4.55e-06,               4.55e-06
